case_id,total_parcels,total_landowners,total_land_area,missing_doc_pct,survey_completed_pct,ownership_disputes_count,court_cases_count,pending_approvals_count,compensation_progress_pct,bank_verification_pct,open_grievances_count,avg_dept_response_days,environmental_clearance,rehabilitation_required,district_delay_rate,overdue_tasks_count,days_remaining,delay_probability,delayed_binary,delayed_days,risk_level
1933,8,8,23.26,22.8,97.4,0,0,1,80.6,100.0,0,20.8,1,1,39.6,2,199,0.407,0,0,Medium
1934,5,15,19.4,26.9,75.1,0,0,1,86.3,68.4,2,12.2,1,0,25.8,0,289,0.362,0,9,Low
1935,8,16,35.75,16.8,53.5,0,0,0,63.9,61.0,2,19.2,1,0,43.1,1,19,0.468,1,89,Medium
1936,12,24,16.86,39.4,96.0,0,0,0,93.5,87.6,0,7.8,1,0,21.1,0,96,0.259,0,2,Low
1937,1,3,3.36,24.0,82.0,2,0,3,80.5,97.0,0,22.6,1,1,49.3,1,69,0.816,1,205,High
1938,6,12,19.77,56.8,55.6,1,0,0,63.6,60.1,0,10.6,1,0,52.3,2,18,0.793,1,185,High
1939,18,36,79.67,11.8,62.2,1,0,1,91.6,82.9,1,31.4,1,0,40.9,0,194,0.509,1,98,Medium
1940,8,8,35.57,18.8,63.6,0,0,3,64.0,65.2,0,11.5,1,0,50.9,0,33,0.547,1,87,Medium
1941,7,21,23.38,24.2,51.3,0,0,0,56.9,45.1,1,5.5,0,0,23.0,0,145,0.51,1,89,Medium
1942,1,3,1.7,19.8,82.4,0,0,0,42.1,41.8,1,14.3,1,0,28.0,2,81,0.547,1,124,Medium
1943,16,48,60.07,39.9,64.3,0,0,0,89.5,87.6,0,11.0,1,1,31.1,0,299,0.455,1,99,Medium
1944,12,24,14.35,22.3,67.2,1,0,0,21.0,64.3,1,4.6,1,1,47.1,4,195,0.878,1,240,High
1945,6,18,22.13,16.0,86.3,0,0,0,52.6,45.7,1,32.2,1,1,36.9,0,150,0.448,0,3,Medium
1946,2,6,8.34,32.4,64.7,2,1,1,58.4,57.1,1,10.7,1,0,32.2,0,147,0.948,1,183,High
1947,14,14,31.03,30.9,57.9,2,0,1,59.9,63.2,4,4.5,0,0,25.5,0,78,0.892,1,198,High
1948,4,4,12.53,36.6,74.7,0,0,1,68.7,72.8,0,10.9,1,0,48.4,0,41,0.415,0,11,Medium
1949,1,1,2.39,43.2,86.6,0,1,3,55.5,71.1,0,7.9,1,0,20.7,1,296,0.67,1,124,Medium
1950,18,36,43.56,65.0,33.5,3,1,0,33.1,61.9,3,8.8,1,0,31.8,1,237,0.98,1,251,High
1951,13,39,25.33,8.4,48.6,1,0,0,87.1,75.1,0,15.2,1,1,28.5,1,284,0.67,1,146,Medium
1952,2,2,7.24,39.8,72.1,1,0,0,69.2,75.8,0,7.1,1,0,24.5,1,46,0.508,1,128,Medium
1953,9,9,38.37,9.2,85.2,1,0,0,87.2,84.7,1,20.7,1,1,26.0,2,263,0.539,1,138,Medium
1954,2,2,8.56,9.7,60.7,0,0,0,34.8,39.8,1,7.8,1,0,37.3,1,156,0.402,0,1,Medium
1955,9,27,13.02,13.8,91.2,0,0,1,67.3,84.0,0,6.2,1,0,34.9,0,62,0.327,0,2,Low
1956,1,3,4.04,2.7,90.6,0,0,2,74.3,98.7,1,12.7,1,1,38.1,0,190,0.408,0,9,Medium
1957,11,33,38.81,20.5,82.7,0,0,3,44.5,57.6,0,3.6,1,1,45.5,0,47,0.62,1,92,Medium
1958,3,6,5.21,35.8,60.4,0,0,0,83.1,87.8,1,10.9,1,0,51.2,0,111,0.323,0,0,Low
1959,4,8,4.2,9.2,83.5,0,0,2,10.2,25.6,1,10.0,1,0,24.1,1,38,0.574,1,76,Medium
1960,18,18,32.25,51.0,87.8,2,0,2,63.5,50.9,1,9.3,1,0,22.9,1,40,0.885,1,190,High
1961,6,18,25.05,12.2,92.6,1,0,0,65.2,54.3,1,5.2,1,1,31.2,1,64,0.492,1,130,Medium
1962,3,3,9.43,2.3,78.2,0,0,0,58.0,60.5,0,7.1,1,0,39.1,1,184,0.325,0,4,Low
1963,11,33,38.15,8.5,78.5,0,0,4,66.7,84.2,0,20.8,1,0,23.5,0,109,0.447,0,6,Medium
1964,15,45,26.27,9.2,76.0,1,1,1,25.1,20.7,0,6.2,1,0,45.1,0,233,0.753,1,148,High
1965,5,15,17.31,45.7,77.2,0,0,4,71.6,68.7,0,23.1,1,1,39.5,1,155,0.766,1,116,High
1966,10,20,9.04,39.0,61.7,1,0,1,40.2,10.5,1,18.4,1,0,46.2,0,238,0.745,1,126,High
1967,12,24,26.26,23.3,64.7,2,0,0,50.7,86.5,1,10.1,1,0,32.5,2,293,0.739,1,199,High
1968,15,45,46.78,33.0,53.4,0,0,0,40.0,36.6,0,23.5,1,1,34.0,0,179,0.538,1,70,Medium
1969,17,17,22.79,47.1,82.8,0,0,4,52.7,11.6,3,15.6,1,0,48.3,1,73,0.749,1,132,High
1970,10,30,38.45,31.4,83.9,1,0,0,65.9,68.4,1,10.4,1,0,29.3,4,286,0.648,1,179,Medium
1971,6,18,10.02,28.6,71.6,0,0,0,85.5,92.6,0,6.7,1,1,33.3,0,214,0.429,0,8,Medium
1972,18,18,57.84,46.0,85.3,0,0,1,53.5,50.1,0,11.4,1,1,20.5,0,96,0.641,1,110,Medium
1973,13,39,29.89,13.3,92.9,0,0,0,39.1,25.4,1,27.9,1,0,39.4,0,264,0.346,0,8,Low
1974,3,3,9.02,7.3,78.3,3,0,0,53.9,67.4,0,11.2,1,1,49.8,0,279,0.764,1,185,High
1975,10,20,11.98,27.7,69.9,0,1,1,72.0,83.7,2,32.0,1,0,21.0,1,106,0.573,1,98,Medium
1976,14,28,12.08,25.3,40.7,2,0,0,41.2,49.1,1,8.7,1,1,41.5,0,292,0.887,1,188,High
1977,6,6,24.99,12.3,82.5,0,0,1,47.3,35.8,3,19.8,1,1,49.6,0,89,0.521,1,61,Medium
1978,3,6,5.39,42.3,66.8,0,0,0,60.7,51.6,0,27.7,0,0,37.3,1,28,0.576,1,119,Medium
1979,16,32,61.32,19.1,76.2,1,1,1,36.5,31.2,1,9.6,1,0,31.0,0,229,0.74,1,129,High
1980,7,7,31.48,16.8,88.6,0,0,0,28.8,22.6,3,6.8,1,1,54.9,1,93,0.624,1,110,Medium
1981,14,28,22.15,33.9,87.5,0,0,0,22.6,32.0,0,1.5,1,0,22.3,0,147,0.404,0,12,Medium
1982,9,27,16.03,18.3,77.2,0,0,1,41.7,35.8,0,10.4,0,0,27.4,0,239,0.546,1,85,Medium
1983,15,45,48.79,3.7,45.0,0,0,0,14.4,0.2,1,17.4,1,0,51.0,0,254,0.507,1,92,Medium
1984,3,3,13.12,31.0,76.7,0,0,0,62.5,68.8,4,6.6,1,0,30.4,0,271,0.319,0,2,Low
1985,2,4,8.38,16.2,26.2,1,2,1,25.8,61.4,1,8.3,1,0,48.7,2,156,0.98,1,226,High
1986,2,6,5.32,28.5,68.7,1,0,0,44.0,32.2,1,14.2,1,0,31.7,0,253,0.579,1,116,Medium
1987,3,9,11.23,20.2,68.2,3,3,0,34.2,23.6,1,19.1,1,0,48.4,0,69,0.98,1,223,High
1988,18,36,23.44,23.2,85.7,1,0,1,66.7,64.9,0,14.1,1,1,44.0,0,31,0.611,1,119,Medium
1989,14,28,61.83,16.9,85.4,1,1,1,86.5,97.8,0,6.3,1,0,36.4,0,23,0.581,1,109,Medium
1990,18,54,78.63,39.6,59.7,1,0,1,67.0,75.5,0,8.3,1,0,38.3,1,282,0.571,1,136,Medium
1991,10,30,14.06,4.5,34.4,2,0,1,58.8,57.0,0,6.7,0,0,26.2,0,136,0.958,1,184,High
1992,2,2,3.82,11.5,70.6,0,0,1,70.2,63.7,2,13.4,1,0,24.1,0,51,0.428,0,1,Medium
1993,1,1,1.17,17.9,84.9,0,0,2,12.7,44.2,1,7.7,1,1,45.1,0,183,0.622,1,111,Medium
1994,4,12,7.22,29.4,60.3,1,0,0,21.1,38.3,5,6.9,1,0,49.7,0,274,0.654,1,131,Medium
1995,14,14,53.47,13.5,69.0,0,0,0,18.5,44.5,0,6.7,1,0,45.3,0,85,0.415,0,5,Medium
1996,1,3,2.2,27.4,33.0,2,0,1,18.8,29.3,0,30.2,1,1,52.0,1,31,0.98,1,217,High
1997,14,42,15.78,23.9,89.8,0,0,1,33.4,32.0,2,13.9,1,0,51.2,2,116,0.554,1,131,Medium
1998,16,16,33.06,43.7,79.8,0,0,1,57.9,63.9,0,24.4,1,0,47.2,0,232,0.456,1,57,Medium
1999,14,14,62.04,39.0,75.4,1,1,0,20.3,47.4,0,23.2,1,0,51.4,0,292,0.844,1,136,High
2000,3,6,9.39,43.8,68.3,0,0,0,94.2,100.0,0,23.7,1,0,25.9,2,251,0.412,0,7,Medium
2001,3,6,7.02,10.5,58.5,3,0,2,86.9,61.1,0,21.1,1,1,45.6,0,118,0.951,1,204,High
2002,9,18,12.75,12.4,99.4,4,0,1,97.4,100.0,5,32.3,1,0,46.4,0,147,0.577,1,181,Medium
2003,6,18,26.69,33.3,88.0,1,1,1,13.8,36.3,1,13.6,1,0,25.4,0,23,0.78,1,165,High
2004,13,13,49.88,7.6,68.4,0,0,0,86.6,100.0,2,13.8,1,0,51.8,1,74,0.36,0,1,Low
2005,2,6,3.68,13.0,63.3,0,0,0,82.3,62.2,3,14.1,1,0,20.3,0,290,0.35,0,1,Low
2006,8,8,8.47,18.2,72.8,0,0,0,91.2,97.0,0,3.8,1,0,35.2,0,137,0.253,0,1,Low
2007,2,6,2.02,16.1,80.0,2,0,1,57.5,72.9,1,8.2,1,0,20.8,1,139,0.695,1,182,Medium
2008,4,8,4.98,46.6,89.8,0,0,4,80.9,81.1,0,21.6,1,0,38.3,1,85,0.579,1,128,Medium
2009,15,30,44.23,31.3,71.0,0,0,2,14.6,20.3,0,10.5,1,0,34.4,1,180,0.656,1,129,Medium
2010,4,8,16.95,11.8,57.3,0,0,1,16.8,25.2,3,21.4,1,1,41.8,1,46,0.652,1,117,Medium
2011,13,39,34.29,60.3,73.1,0,0,2,20.7,8.3,0,11.2,1,0,46.8,0,188,0.774,1,124,High
2012,12,12,47.03,31.3,64.2,2,1,1,92.3,99.4,0,27.7,1,1,46.9,0,39,0.911,1,189,High
2013,13,13,31.85,10.0,20.8,0,0,0,15.5,0.7,0,24.9,0,0,45.3,0,175,0.744,1,139,High
2014,14,28,47.9,12.7,75.8,0,0,0,19.0,17.5,0,6.5,1,1,23.6,2,140,0.615,1,131,Medium
2015,18,36,63.14,47.6,28.9,1,0,1,93.7,85.1,0,4.0,1,0,34.6,1,299,0.577,1,119,Medium
2016,6,12,8.66,30.6,86.3,2,0,0,19.7,32.8,0,4.9,1,1,48.6,1,201,0.868,1,196,High
2017,11,22,23.5,25.6,86.7,2,0,1,88.3,98.3,0,3.9,1,1,42.9,3,173,0.826,1,198,High
2018,2,2,6.32,17.1,21.2,1,0,2,81.0,89.5,3,15.5,1,1,43.8,1,40,0.778,1,152,High
2019,19,57,20.17,43.4,56.5,0,0,0,13.6,17.8,0,14.8,1,1,27.9,1,77,0.647,1,114,Medium
2020,19,57,40.62,4.5,74.6,0,0,0,12.0,18.5,0,14.9,0,0,31.4,1,99,0.688,1,120,Medium
2021,5,15,13.89,9.7,65.1,4,0,0,58.1,88.2,0,13.5,1,0,53.5,0,240,0.624,1,160,Medium
2022,19,57,85.23,14.6,46.2,4,0,1,99.7,100.0,1,16.6,1,1,49.6,3,191,0.947,1,262,High
2023,2,4,5.11,10.3,61.1,1,0,0,89.1,74.7,1,6.2,1,0,25.8,1,253,0.443,0,22,Medium
2024,10,20,38.19,32.4,92.2,1,0,1,37.9,29.9,4,29.8,1,0,39.1,0,61,0.55,1,118,Medium
2025,2,4,4.8,46.0,87.0,3,1,0,44.8,41.7,1,17.3,1,0,37.2,0,292,0.975,1,211,High
2026,11,33,41.21,60.3,79.1,0,0,1,44.9,41.3,0,5.7,1,0,35.5,2,206,0.644,1,133,Medium
2027,18,36,54.05,9.9,76.9,0,0,0,76.1,63.7,0,7.6,1,0,36.5,0,188,0.257,0,12,Low
2028,15,30,61.21,30.9,68.4,1,1,4,40.7,49.5,1,15.6,1,1,42.5,0,174,0.98,1,208,High
2029,9,9,20.88,24.9,61.4,3,1,1,23.3,22.4,1,26.2,1,1,53.9,0,227,0.98,1,213,High
2030,19,19,57.68,30.9,96.8,1,0,1,77.2,80.5,0,7.5,1,0,50.6,2,105,0.596,1,135,Medium
2031,9,18,28.18,40.6,87.7,2,0,1,51.2,25.6,1,6.3,1,0,50.6,0,248,0.751,1,169,High
2032,3,3,7.03,20.8,70.7,0,1,1,16.9,0.0,2,20.4,1,0,44.6,2,179,0.874,1,180,High
2033,9,9,12.01,56.6,80.5,0,0,0,81.1,73.0,1,21.1,0,0,20.6,2,194,0.679,1,122,Medium
2034,14,28,16.05,47.1,87.0,0,0,1,62.7,71.8,1,10.7,0,1,35.4,2,123,0.758,1,137,High
2035,19,38,16.37,28.4,64.6,4,0,1,54.0,61.2,2,6.6,1,0,37.9,1,48,0.931,1,227,High
2036,7,14,28.22,34.0,81.7,0,0,1,70.6,85.7,0,8.7,1,0,49.5,1,203,0.422,0,8,Medium
2037,16,32,26.8,8.2,83.4,0,0,0,55.5,45.0,0,32.4,1,0,52.3,0,235,0.31,0,3,Low
2038,16,48,25.32,8.2,90.7,3,2,0,68.4,78.7,0,35.7,1,0,35.8,0,187,0.977,1,220,High
2039,1,3,3.52,9.2,78.4,0,1,0,88.1,100.0,0,20.1,1,0,30.5,1,183,0.457,1,90,Medium
2040,4,8,7.94,29.4,86.9,2,1,0,65.2,79.1,3,16.9,1,0,31.8,0,80,0.762,1,150,High
2041,4,4,10.69,37.6,77.9,0,0,3,69.4,50.0,0,10.8,0,1,40.3,0,282,0.734,1,104,High
2042,7,14,9.81,6.7,47.1,0,0,0,65.2,81.8,1,22.3,0,0,29.6,0,285,0.423,0,17,Medium
2043,8,16,34.81,22.5,74.0,1,0,0,57.8,62.7,1,7.4,1,0,51.9,0,140,0.444,0,10,Medium
2044,17,17,67.16,8.6,75.4,4,0,1,25.5,32.3,1,9.6,1,1,34.7,2,261,0.98,1,272,High
2045,5,15,19.98,27.4,65.5,0,0,2,40.2,77.6,1,8.9,0,1,54.7,1,286,0.81,1,161,High
2046,7,14,16.14,20.9,41.0,2,2,1,72.4,76.1,1,8.8,1,1,23.8,1,273,0.98,1,198,High
2047,4,8,14.48,31.8,92.4,0,0,0,48.3,57.8,0,4.7,1,1,26.6,0,252,0.425,0,1,Medium
2048,6,18,7.99,33.5,64.1,0,0,0,46.6,48.0,3,3.1,1,0,37.9,0,105,0.464,1,75,Medium
2049,7,21,5.82,37.2,79.3,0,1,1,78.3,74.7,0,10.9,1,1,50.4,0,230,0.708,1,115,High
2050,18,18,15.73,19.9,86.2,2,0,0,10.5,16.0,0,26.3,1,0,32.4,0,244,0.688,1,150,Medium
2051,5,15,14.85,43.1,55.9,0,0,0,71.1,64.5,1,21.8,1,0,49.3,1,169,0.461,1,88,Medium
2052,3,9,7.45,10.6,65.0,0,1,0,54.0,56.2,0,14.9,1,0,34.9,0,178,0.49,1,80,Medium
2053,7,21,19.02,21.3,80.1,2,0,3,43.9,39.4,0,11.8,1,1,49.9,0,159,0.928,1,194,High
2054,14,14,11.59,20.4,81.7,0,1,0,40.6,9.4,5,33.5,1,0,29.7,0,204,0.627,1,91,Medium
2055,7,21,16.55,24.9,64.4,0,0,1,25.6,18.2,2,16.1,0,0,36.5,0,143,0.72,1,120,High
2056,5,15,17.28,16.2,35.1,0,1,4,40.1,54.4,3,8.5,1,0,29.8,2,290,0.938,1,186,High
2057,5,5,12.19,78.4,50.2,1,0,1,45.2,53.0,0,12.1,1,0,27.5,2,211,0.814,1,183,High
2058,2,6,7.02,21.6,46.9,0,0,0,49.4,45.9,0,24.8,1,0,34.7,0,206,0.426,0,6,Medium
2059,6,18,9.97,8.1,70.9,2,0,0,70.5,72.0,2,3.1,1,0,31.7,0,269,0.546,1,130,Medium
2060,15,15,57.13,15.4,85.6,0,0,3,50.8,38.7,2,22.9,1,0,47.6,4,67,0.717,1,179,High
2061,10,20,29.77,14.8,72.8,0,0,0,81.7,71.2,1,11.9,1,1,46.2,2,123,0.522,1,101,Medium
2062,7,7,11.06,24.2,76.9,2,1,1,67.6,67.7,3,10.6,1,0,32.5,0,122,0.881,1,193,High
2063,5,15,8.38,20.5,58.6,0,0,2,27.1,23.9,4,7.4,1,1,54.7,0,203,0.789,1,149,High
2064,1,3,3.12,15.3,78.9,3,2,0,34.9,23.6,1,14.6,1,0,54.1,0,295,0.98,1,218,High
2065,13,39,50.32,56.5,42.2,0,0,1,17.1,16.1,0,15.3,1,0,52.1,1,43,0.778,1,114,High
2066,18,18,42.08,15.7,80.0,0,0,4,95.1,78.4,1,12.4,0,1,40.5,0,129,0.699,1,124,Medium
2067,13,39,22.82,32.6,69.2,0,0,1,89.8,100.0,5,7.8,1,1,34.4,1,49,0.474,1,107,Medium
2068,18,54,72.14,29.6,27.7,0,3,1,17.6,31.0,0,17.0,1,0,31.0,1,174,0.98,1,174,High
2069,5,5,16.38,32.0,69.3,0,0,2,61.7,29.1,1,26.8,0,1,20.5,2,141,0.943,1,174,High
2070,13,26,31.95,22.2,40.8,0,0,1,96.4,100.0,1,26.0,1,0,42.1,0,50,0.374,0,16,Low
2071,4,8,10.42,23.0,84.6,0,0,1,77.2,71.6,0,8.4,1,0,39.4,0,85,0.317,0,1,Low
2072,17,51,26.45,46.9,79.5,0,0,1,54.3,46.1,1,8.0,1,0,42.0,2,112,0.508,1,114,Medium
2073,3,3,9.36,17.9,66.9,0,1,0,31.7,43.0,0,13.1,1,0,40.2,0,111,0.639,1,115,Medium
2074,17,51,36.16,28.5,62.0,0,0,0,35.1,33.0,2,5.3,1,0,24.8,2,40,0.457,1,94,Medium
2075,11,11,49.32,28.6,76.8,0,1,0,76.3,70.5,1,15.9,1,0,44.3,0,190,0.497,1,95,Medium
2076,4,4,10.31,34.8,82.6,0,0,0,80.3,60.4,2,8.3,1,0,32.6,2,190,0.385,0,1,Low
2077,2,4,5.2,54.8,74.1,1,1,0,57.6,71.3,0,7.5,1,1,38.1,0,27,0.893,1,159,High
2078,16,32,46.3,11.9,54.3,1,0,1,20.9,36.4,0,22.0,1,0,32.8,0,172,0.713,1,135,High
2079,18,18,75.46,31.7,39.9,1,0,0,94.0,96.4,2,5.7,1,0,20.8,1,238,0.463,1,118,Medium
2080,8,24,30.1,28.6,79.9,0,0,2,86.0,68.5,0,17.4,1,1,50.7,2,239,0.632,1,134,Medium
2081,3,6,7.41,54.0,74.0,0,0,2,22.6,27.1,0,3.0,1,0,25.2,0,208,0.632,1,123,Medium
2082,9,27,31.13,33.8,85.8,0,0,1,15.1,24.7,0,28.8,1,0,40.4,0,139,0.499,1,94,Medium
2083,6,12,17.81,27.8,41.4,2,0,1,58.2,57.8,1,12.2,1,1,50.9,1,21,0.908,1,186,High
2084,10,20,26.22,41.4,71.4,0,0,0,35.6,48.8,0,4.4,1,0,27.7,2,252,0.599,1,136,Medium
2085,10,30,15.12,20.4,76.3,0,0,1,35.5,38.0,1,11.9,1,0,34.4,0,69,0.428,0,4,Medium
2086,13,26,32.72,30.5,53.9,0,0,1,17.8,22.4,1,31.2,1,0,33.2,0,232,0.644,1,110,Medium
2087,17,34,29.06,22.0,63.4,3,0,2,95.8,100.0,1,5.3,1,1,23.1,0,231,0.804,1,177,High
2088,9,27,37.66,49.5,50.9,1,0,0,84.7,77.3,3,17.5,1,1,34.8,0,184,0.676,1,141,Medium
2089,17,34,34.7,10.5,98.4,0,3,1,20.2,0.0,0,14.0,1,0,36.8,0,20,0.832,1,136,High
2090,9,18,38.91,36.1,50.9,0,0,1,88.9,86.4,1,8.2,1,0,20.9,0,278,0.379,0,17,Low
2091,9,18,24.95,50.6,61.2,2,0,1,71.5,63.0,0,12.4,1,0,37.1,1,142,0.74,1,177,High
2092,1,3,3.14,25.8,84.9,0,0,0,39.3,18.0,3,12.4,1,0,23.3,1,89,0.405,0,1,Medium
2093,2,2,5.62,38.2,57.6,0,0,1,88.4,97.7,3,2.7,1,0,51.2,1,230,0.412,0,12,Medium
2094,16,48,20.46,4.8,32.4,1,0,1,63.8,63.8,0,6.8,1,1,42.8,0,54,0.718,1,124,High
2095,1,1,2.19,41.5,76.3,0,0,1,86.4,59.1,0,9.0,1,1,22.0,1,198,0.53,1,108,Medium
2096,10,20,11.67,45.9,87.0,0,0,1,52.2,75.4,0,25.8,1,0,48.9,1,94,0.544,1,106,Medium
2097,18,18,55.89,24.6,45.1,0,0,0,55.1,44.2,2,37.0,1,1,32.7,2,287,0.655,1,144,Medium
2098,8,24,19.63,26.2,85.2,2,1,0,36.2,27.0,1,4.4,1,0,27.9,0,118,0.841,1,175,High
2099,11,33,40.46,28.8,68.7,0,0,0,44.9,59.0,3,18.9,1,1,28.9,0,23,0.491,1,108,Medium
2100,2,4,3.23,15.0,82.9,2,2,0,61.1,67.5,0,4.0,1,0,40.9,1,152,0.936,1,200,High
2101,8,8,11.27,14.3,92.6,1,1,0,95.2,100.0,1,32.7,1,0,22.9,0,63,0.49,1,106,Medium
2102,8,16,18.43,45.2,94.4,3,0,0,64.0,31.3,1,15.1,1,0,22.1,3,172,0.871,1,238,High
2103,17,34,71.88,21.0,58.3,2,0,0,23.3,19.0,3,10.5,1,0,42.0,1,279,0.789,1,164,High
2104,15,45,51.43,28.0,89.6,0,0,1,10.6,12.6,0,9.0,1,1,54.4,1,188,0.645,1,116,Medium
2105,17,17,39.95,2.0,84.6,0,0,2,86.6,100.0,0,11.7,1,1,36.9,1,296,0.499,1,91,Medium
2106,13,13,35.28,20.2,65.5,1,0,0,42.8,30.1,3,7.4,1,0,34.5,0,206,0.512,1,123,Medium
2107,19,19,21.12,4.3,85.2,1,0,0,38.3,33.2,0,9.7,1,1,53.2,0,176,0.609,1,122,Medium
2108,5,5,22.21,20.0,77.8,0,0,2,82.1,84.2,1,5.3,1,0,28.4,1,241,0.478,1,82,Medium
2109,12,24,39.19,20.3,91.6,2,0,1,95.1,100.0,1,16.3,1,1,28.4,0,142,0.659,1,146,Medium
2110,1,2,1.86,28.4,60.1,0,1,0,77.3,60.7,0,9.2,1,0,51.7,1,41,0.555,1,93,Medium
2111,5,15,14.84,16.3,89.4,0,2,1,25.6,37.8,0,12.9,1,0,42.6,2,98,0.897,1,170,High
2112,8,16,9.64,55.6,82.9,1,0,0,45.2,36.3,1,23.9,0,1,21.9,0,230,0.876,1,172,High
2113,13,26,56.86,14.7,88.6,0,0,1,78.3,83.9,0,17.4,0,0,43.6,0,183,0.454,1,78,Medium
2114,8,24,11.57,13.0,53.2,0,0,4,91.6,88.7,0,6.6,1,1,48.7,2,97,0.664,1,116,Medium
2115,11,33,35.17,46.6,48.8,3,1,0,99.9,100.0,2,16.5,0,0,29.6,0,32,0.98,1,207,High
2116,1,3,1.71,28.4,67.1,1,2,3,56.0,59.2,5,13.3,1,1,33.4,0,55,0.98,1,166,High
2117,13,26,44.91,74.3,61.2,3,0,0,84.0,100.0,2,2.6,1,0,26.9,0,32,0.753,1,172,High
2118,19,38,69.81,17.1,32.2,1,0,1,14.2,10.7,2,16.7,1,0,42.2,1,203,0.769,1,161,High
2119,3,9,9.87,15.6,47.2,1,0,1,35.7,31.2,3,12.2,0,0,43.2,4,214,0.931,1,241,High
2120,17,51,52.25,4.8,78.2,1,0,2,43.4,59.4,2,8.7,1,0,22.4,0,67,0.636,1,117,Medium
2121,5,15,20.51,22.4,55.1,0,0,0,97.8,100.0,5,17.8,1,0,43.7,3,94,0.43,0,5,Medium
2122,8,16,8.73,27.3,87.5,0,0,1,10.3,4.4,2,7.3,1,0,43.0,0,283,0.553,1,98,Medium
2123,14,28,28.34,5.8,94.1,0,2,2,37.7,48.1,1,16.9,1,1,21.2,1,296,0.973,1,174,High
2124,4,4,6.87,31.0,83.3,4,0,1,93.7,80.9,1,24.5,1,0,39.4,0,126,0.821,1,205,High
2125,11,22,49.01,18.2,82.3,0,1,0,37.6,48.1,3,5.8,1,0,41.5,0,104,0.57,1,86,Medium
2126,15,30,33.61,21.2,57.5,0,0,0,30.3,44.1,1,16.3,1,1,35.1,2,261,0.648,1,130,Medium
2127,19,38,66.7,24.7,96.3,1,0,1,75.7,71.6,2,1.4,1,1,51.5,0,70,0.514,1,115,Medium
2128,7,21,23.33,27.7,59.5,0,0,2,77.1,93.8,0,10.9,1,0,31.5,0,203,0.363,0,0,Low
2129,19,38,30.11,11.4,78.8,0,1,1,52.5,48.6,3,13.6,1,0,22.4,1,163,0.51,1,118,Medium
2130,19,57,32.0,19.3,59.2,0,0,1,95.2,95.6,0,1.9,1,0,43.5,0,278,0.338,0,20,Low
2131,11,11,20.25,28.2,85.1,2,1,0,28.2,34.1,0,8.4,1,0,41.2,0,239,0.83,1,162,High
2132,5,5,11.61,37.8,66.2,0,1,1,92.2,77.8,2,11.5,1,0,54.6,2,206,0.667,1,116,Medium
2133,5,15,8.34,29.9,57.7,0,0,0,78.0,57.6,0,8.5,0,1,28.1,1,84,0.733,1,124,High
2134,8,24,6.98,22.8,93.4,0,1,1,43.1,47.3,0,6.0,0,0,33.8,0,20,0.757,1,101,High
2135,10,30,40.54,13.2,75.8,0,1,4,82.6,71.5,0,19.3,1,0,36.1,4,36,0.849,1,186,High
2136,6,12,26.24,58.4,47.4,0,0,2,22.0,3.7,0,4.2,1,0,50.2,0,188,0.743,1,119,High
2137,15,15,30.96,67.1,85.4,3,0,0,21.8,33.3,0,15.0,1,0,34.5,2,109,0.934,1,223,High
2138,16,48,32.84,11.9,60.6,0,1,1,93.7,100.0,1,9.4,1,1,47.0,0,203,0.584,1,102,Medium
2139,17,34,14.05,25.0,95.9,0,1,0,18.5,31.4,2,11.5,1,1,25.5,0,83,0.607,1,91,Medium
2140,8,8,26.54,66.9,74.5,4,0,0,10.4,0.0,0,14.6,1,0,34.3,0,100,0.966,1,244,High
2141,8,16,30.83,18.9,81.5,1,1,0,45.0,47.7,1,22.4,0,0,25.4,1,71,0.944,1,174,High
2142,9,9,12.08,35.3,84.7,0,1,0,19.3,14.7,2,8.5,1,0,53.2,1,126,0.755,1,144,High
2143,2,4,2.78,33.6,42.4,0,0,1,87.7,74.9,0,5.4,1,0,26.2,0,167,0.436,0,3,Medium
2144,15,15,55.85,31.9,61.4,2,0,1,93.0,94.3,1,12.0,1,0,34.7,0,167,0.687,1,147,Medium
2145,18,18,55.44,57.1,63.3,0,0,3,53.4,52.4,0,12.1,1,1,22.9,1,107,0.811,1,137,High
2146,3,6,2.9,27.6,67.4,1,0,0,48.3,44.8,1,27.9,1,0,52.2,2,175,0.662,1,154,Medium
2147,17,51,52.76,23.4,79.5,0,0,0,58.5,73.3,0,5.6,0,1,41.8,1,22,0.65,1,125,Medium
2148,4,4,7.77,29.3,66.7,0,1,0,30.4,49.9,4,17.4,1,0,53.7,0,134,0.571,1,74,Medium
2149,4,12,8.66,23.4,46.6,1,0,0,36.8,32.0,0,13.9,1,0,21.5,1,155,0.627,1,161,Medium
2150,14,28,51.07,40.1,72.6,0,1,4,19.1,16.4,1,21.4,1,0,26.1,1,254,0.889,1,184,High
2151,9,27,34.2,9.7,50.3,0,0,0,50.2,46.5,0,5.4,1,1,33.3,0,131,0.428,0,3,Medium
2152,9,27,20.53,17.1,85.8,2,1,3,65.1,72.8,1,11.3,1,0,41.7,1,128,0.98,1,223,High
2153,18,54,77.48,25.2,91.0,0,1,0,93.7,98.7,0,23.5,1,0,31.5,0,41,0.427,0,7,Medium
2154,10,30,23.04,36.1,61.0,0,1,0,76.5,65.9,0,2.3,1,0,44.9,0,237,0.46,1,53,Medium
